name,standard_name,parent_company,country_hq,industry,involvement_types,data_sources,confidence_score
Barad Earth Development & Road Works,,,,,,bdscoalition.ca,0
Barad Enterprises Inc.,,,,,,bdscoalition.ca,0
Baraka,,Nestle,,,,bdscoalition.ca,0
Baran Group,Baran Group Ltd,,Israel,Engineering & Construction,"occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
Barbican,,Coca-Cola,,,,bdscoalition.ca,0
Barbie,,Mattel,,,,bdscoalition.ca,0
Barclays,,,,,,bdscoalition.ca,0
Bardarian Brothers,,,,,,bdscoalition.ca,0
Bare Minerals,,Orveon,,,,bdscoalition.ca,0
Bare Necessities,,Delta Galil Industries,,,,bdscoalition.ca,0
Bare Snacks (Dried Fruit snacks),,PepsiCo,,,,bdscoalition.ca,0
Barely There,,Hanes Brands Inc.,,,,bdscoalition.ca,0
Barista Prima Coffeehouse,,Keurig Dr Pepper,,,,bdscoalition.ca,0
Barkan Cabernet Sauvignon Reserve 2020 KPM,,,,,,bdscoalition.ca,0
Barkan Classic Cabernet Sauvignon KPM,,,,,,bdscoalition.ca,0
Barkan Classic Pinot Noir KPM,,,,,,bdscoalition.ca,0
Barneys,,Authentic Brands Group,,,,bdscoalition.ca,0
Barni Cookies,,Mondelez International,,,,bdscoalition.ca,0
Barqs,,Coca-Cola,,,,bdscoalition.ca,0
Barrel Ventures,,,usa,,,bdscoalition.ca,0
Basic Capital,,,,,,bdscoalition.ca,0
Bastille Ventures,,,usa,,,bdscoalition.ca,0
Bath & Body Works,,L Brands,,,,bdscoalition.ca,0
Batsheva Dance Company,,,,,,bdscoalition.ca,0
Battle Lake Community Baptist Church Society,,,,,,bdscoalition.ca,0
Bayer,,Bayer,,,,bdscoalition.ca,0
BayernLB,,,,,,bdscoalition.ca,0
BayMed Venture Partners,,,usa,,,bdscoalition.ca,0
Bazelet Hagolan Winery,,,,,,bdscoalition.ca,0
BBG Ventures,,,usa,,,bdscoalition.ca,0
BCLiquor,,,,,,bdscoalition.ca,0
BDev Ventures,,,usa,,,bdscoalition.ca,0
Be in Christ Church Canada (2018),,Canadian Council of Churches,,,,bdscoalition.ca,0
Be Natural by ProLinc,,American International Industries,,,,bdscoalition.ca,0
Bear Brand,,Nestle,,,,bdscoalition.ca,0
Bear Fruits,,Procter and Gamble,,,,bdscoalition.ca,0
Beat Ventures,,,usa,,,bdscoalition.ca,0
Beau Water,,Blue Triton,,,,bdscoalition.ca,0
Beaulieu Canada Ltd.,,,,,,bdscoalition.ca,0
Beba Baby Formula,,Nestle,,,,bdscoalition.ca,0
Bebe,,J&J (Kenvue),,,,bdscoalition.ca,0
Becca Cosmetics,,Estee Lauder,,,,bdscoalition.ca,0
Bedford Ridge Capital,,,usa,,,bdscoalition.ca,0
Beer Canada,,,,,,bdscoalition.ca,0
Beiersdorf Corporation,,Beiersdorf,,,,bdscoalition.ca,0
Beit Alpha Technologies (B.A.T),,,,,,bdscoalition.ca,0
Beit Haarchiv Ltd.,,,,,,bdscoalition.ca,0
Belbutte Church,,,,,,bdscoalition.ca,0
Beldona,,Triumph International,,,,bdscoalition.ca,0
Belfius,,Belfius,,,,bdscoalition.ca,0
Bell Canada,,,,,,bdscoalition.ca,0
Bell Textron Canada Limitee,,,,,,bdscoalition.ca,0
Bellis Society Of Missions,,,,,,bdscoalition.ca,0
Belmond,,LVMH,,,,bdscoalition.ca,0
Belmont Springs,,Primo Water Corp,,,,bdscoalition.ca,0
Beluga Noble Russian Vodka,,,,,,bdscoalition.ca,0
Belvedere,,LVMH,,,,bdscoalition.ca,0
Belvita,,Mondelez International,,,,bdscoalition.ca,0
Belzberg Family Foundation,,,,,,bdscoalition.ca,0
Ben Ami Zmora Semi-Sweet Cabernet Sauvignon KPM 2021,,,,,,bdscoalition.ca,0
Ben Machine Products,,,,,,bdscoalition.ca,0
Ben Security,,,,,,bdscoalition.ca,0
Benadryl,,J&J (Kenvue),,,,bdscoalition.ca,0
Benchstrength,,,usa,,,bdscoalition.ca,0
Benecol,,J&J (Kenvue),,,,bdscoalition.ca,0
Benedictino,,Coca-Cola,,,,bdscoalition.ca,0
Benefit Cosmetics,,LVMH,,,,bdscoalition.ca,0
Beneful,,Nestle,,,,bdscoalition.ca,0
Benetton,,Edizione Holdings,,,,bdscoalition.ca,0
Benevity,,,,,,bdscoalition.ca,0
Bengay,,J&J (Kenvue),,,,bdscoalition.ca,0
BenGurion University,,,,,,bdscoalition.ca,0
Benjamin Group,,,,,,bdscoalition.ca,0
Benjamin's Park Memorial Chapel,,,,,,bdscoalition.ca,0
Bennett Tools And Hardware,,,,,,bdscoalition.ca,0
Bennington Financial Corp.,,,,,,bdscoalition.ca,0
Benny & Tzvika,,,,,,bdscoalition.ca,0
Bens Uncle Bens,,Mars,,,,bdscoalition.ca,0
Benson Oak Ventures,,,,,,bdscoalition.ca,0
Bentley,,Volkswagen Group,,,,bdscoalition.ca,0
Bepanthen,,Bayer,,,,bdscoalition.ca,0
Berean Church Of God,,,,,,bdscoalition.ca,0
Beresheet,,,,,,bdscoalition.ca,0
Bergel Magence Personal Injury Lawyers,,,,,,bdscoalition.ca,0
Berlei,,Hanes Brands Inc.,,,,bdscoalition.ca,0
Berluti,,LVMH,,,,bdscoalition.ca,0
Berman Stairs Inc.,,,,,,bdscoalition.ca,0
Bershka,,Inditex,,,,bdscoalition.ca,0
Bertie Beetle,,Nestle,,,,bdscoalition.ca,0
Besadno Group,,,,,,bdscoalition.ca,0
Besos de Moza,,Nestle,,,,bdscoalition.ca,0
Bessemer Ventures Partners,,,usa,,,bdscoalition.ca,0
Best Foods,,Unilever,,,,bdscoalition.ca,0
Bethel New Covenant Church,,,,,,bdscoalition.ca,0
Beton Atarot,,,,,,bdscoalition.ca,0
Better Natured,,Henkel,,,,bdscoalition.ca,0
Better Tomorrow Ventures,,,usa,,,bdscoalition.ca,0
BetterFutureLabs,,,usa,,,bdscoalition.ca,0
Bezeq Israeli Telecommunication Corporation Ltd.,,,,,,bdscoalition.ca,0
BGV,,,,,,bdscoalition.ca,0
Bible Baptist Ministries Of Canada,,,,,,bdscoalition.ca,0
Bible Believers Association Inc,,,,,,bdscoalition.ca,0
Bickel Group,,,,,,bdscoalition.ca,0
Big Carrot,,,,,,bdscoalition.ca,0
Big Red Gum,,Mars,,,,bdscoalition.ca,0
Big Red Soda,,Keurig Dr Pepper,,,,bdscoalition.ca,0
Big Turk chocolate bars,,Nestle,,,,bdscoalition.ca,0
Billabong,,Authentic Brands Group,,,,bdscoalition.ca,0
Billet Doux,,Wolf Lingerie,,,,bdscoalition.ca,0
Bimbo,,Coca-Cola,,,,bdscoalition.ca,0
Binah Charitable Foundation,,,,,,bdscoalition.ca,0
Binyamina Bin Cabernet Sauvignon Kosher 2016,,,,,,bdscoalition.ca,0
Binyamina Bin Chardonnay Kosher 2016,,,,,,bdscoalition.ca,0
Binyamina Bin Shiraz KP 2016,,,,,,bdscoalition.ca,0
Binyamina Chosen Diamond 2014,,,,,,bdscoalition.ca,0
Binyamina Creme de Cassis Liqueur KP,,,,,,bdscoalition.ca,0
Binyamina Ha'Moshava Gewurztraminer KP 2021,,,,,,bdscoalition.ca,0
Binyamina Ha'Moshava Shiraz KP 2020,,,,,,bdscoalition.ca,0
Binyamina Merlot Moshava KP 2021,,,,,,bdscoalition.ca,0
Binyamina Reserve Cabernet Sauvignon KP 2018,,,,,,bdscoalition.ca,0
Binyamina Reserve Merlot KP 2020,,,,,,bdscoalition.ca,0
Binyamina Reserve Shiraz KP 2020,,,,,,bdscoalition.ca,0
Binyamina Teva Cabernet Sauvignon 2021 KP,,,,,,bdscoalition.ca,0
Binyamina Teva Shiraz KP 2020,,,,,,bdscoalition.ca,0
Binyamina The Cave Kosher 2014,,,,,,bdscoalition.ca,0
Binyamina The Chosen Diamond Red KP 2020,,,,,,bdscoalition.ca,0
Binyamina Winery,,,,,,bdscoalition.ca,0
Binyanei Bar Amana Construction and Development,,,,,,bdscoalition.ca,0
"Biobee Biological Solutions, Canada Inc.",,,,,,bdscoalition.ca,0
Biofreeze,,Reckitt Benckiser,,,,bdscoalition.ca,0
BioMeat FoodTech,,,usa,,,bdscoalition.ca,0
Bion3,,Procter and Gamble,,,,bdscoalition.ca,0
Biotene,,Haleon,,,,bdscoalition.ca,0
Biotex,,Unilever,,,,bdscoalition.ca,0
Biotherm,,L'Oreal,,,,bdscoalition.ca,0
"Biotop Professional Usa, Inc.",,,usa,,,bdscoalition.ca,0
Biovectra Inc.,,,,,,bdscoalition.ca,0
Bioverge Ventures,,,usa,,,bdscoalition.ca,0
Bissli,,Osem,,,,bdscoalition.ca,0
Bits x Bites,,,,,,bdscoalition.ca,0
Bixi-Montreal,,,,,,bdscoalition.ca,0
Bjare Julmust,,Coca-Cola,,,,bdscoalition.ca,0
BKR Capital,,,,,,bdscoalition.ca,0
Black Magic Chocolate,,Nestle,,,,bdscoalition.ca,0
Blackberry Limited,,,,,,bdscoalition.ca,0
Blackrock,,,,,,bdscoalition.ca,0
Bladeworx,,,,,,bdscoalition.ca,0
Blaney McMurtry LLP - Jack Siegel,,,,,,bdscoalition.ca,0
Blend-a-dent,,Procter and Gamble,,,,bdscoalition.ca,0
Blend-a-med,,Procter and Gamble,,,,bdscoalition.ca,0
Block and White,,Unilever,,,,bdscoalition.ca,0
Blockwall,,,,,,bdscoalition.ca,0
Bloomberg,,Bloomberg Inc.,,,,bdscoalition.ca,0
BloombergSen,,,,,,bdscoalition.ca,0
Blue Bottle Coffee,,Nestle,,,,bdscoalition.ca,0
Blue Future Partners,,,,,,bdscoalition.ca,0
Blue Lion,,,usa,,,bdscoalition.ca,0
Blue Riband Chocolate,,Nestle,,,,bdscoalition.ca,0
Blue Sky,,Coca-Cola,,,,bdscoalition.ca,0
Blueair,,Unilever,,,,bdscoalition.ca,0
BlueBird Aero Systems,,,,,,bdscoalition.ca,0
BlueRed Partners,,,,,,bdscoalition.ca,0
Bluestein Ventures,,,usa,,,bdscoalition.ca,0
Blumberg Capital,,,usa,,,bdscoalition.ca,0
BMO,,BMO Financial Corp,,,,bdscoalition.ca,0
BMW,,BMW,,,,bdscoalition.ca,0
Bnei Eli Etkes Surveying and Engineering Instruments Ltd,,,,,,bdscoalition.ca,0
BNP Finance,,,,,,bdscoalition.ca,0
BNP Paribas,,,,,,bdscoalition.ca,0
Boardriders,,Authentic Brands Group,,,,bdscoalition.ca,0
Bobbi Brown,,Estee Lauder,,,,bdscoalition.ca,0
Bobby Stoller,,,,,,bdscoalition.ca,0
Bodega Numanthia,,LVMH,,,,bdscoalition.ca,0
BODman,,PDC Brands,,,,bdscoalition.ca,0
Body Armor,,Coca-Cola,,,,bdscoalition.ca,0
Body Fantasies,,PDC Brands,,,,bdscoalition.ca,0
Bodycology,,PDC Brands,,,,bdscoalition.ca,0
Boeing Company,Boeing Co,,usa,Aerospace & Defense,"occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
Bold,,Procter and Gamble,,,,bdscoalition.ca,0
boldstart ventures,,,usa,,,bdscoalition.ca,0
Bolero,,Nestle,,,,bdscoalition.ca,0
Bolle Stille,,Coca-Cola,,,,bdscoalition.ca,0
Bomag,,,,,,bdscoalition.ca,0
Bomaja Blue,,,,,,bdscoalition.ca,0
Bombardier Inc,,,,,,bdscoalition.ca,0
Bon Pari candy,,Nestle,,,,bdscoalition.ca,0
Bona Baby Food,,Nestle,,,,bdscoalition.ca,0
Bonaqua,,Coca-Cola,,,,bdscoalition.ca,0
Bonds Hanes,,Hanes Brands Inc.,,,,bdscoalition.ca,0
Boneich Construction Development & Investments,,,,,,bdscoalition.ca,0
Bonfire Ventures,,,usa,,,bdscoalition.ca,0
Bonio,,Nestle,,,,bdscoalition.ca,0
Bonka,,Nestle,,,,bdscoalition.ca,0
Bono,,Nestle,,,,bdscoalition.ca,0
Bonux 3 in 1,,Procter and Gamble,,,,bdscoalition.ca,0
Booking.com,,Booking Holdings Inc.,usa,,,bdscoalition.ca,0
Boon Fund,,,usa,,,bdscoalition.ca,0
Boost,,Nestle,,,,bdscoalition.ca,0
Boots Pharmacy,,Walgreens Boots Alliance,,,,bdscoalition.ca,0
Borski Fund,,,,,,bdscoalition.ca,0
Bosch,,Robert Bosch Stiftung,,,,bdscoalition.ca,0
Boston Scientific Ltd.,,,,,,bdscoalition.ca,0
Bottega Veneta,,Kering,,,,bdscoalition.ca,0
Boucheron,,Kering,,,,bdscoalition.ca,0
Boulart Inc.,,,,,,bdscoalition.ca,0
Boulder Ventures,,,usa,,,bdscoalition.ca,0
Boundless Venture Co,,,usa,,,bdscoalition.ca,0
Bounty Chocolate,,Mars,,,,bdscoalition.ca,0
Bourjois,,Coty,,,,bdscoalition.ca,0
Bournvita,,Mondelez International,,,,bdscoalition.ca,0
Bovril,,Unilever,,,,bdscoalition.ca,0
Bow Island Community Bible Church,,,,,,bdscoalition.ca,0
Bowery Capital,,,usa,,,bdscoalition.ca,0
BoxGroup,,,usa,,,bdscoalition.ca,0
Bozzano,,Coty,,,,bdscoalition.ca,0
BP,,,,,,bdscoalition.ca,0
Bpifrance,,,,,,bdscoalition.ca,0
BPM Energy Drink,,Coca-Cola,,,,bdscoalition.ca,0
Brampton Christian Family Church,,,,,,bdscoalition.ca,0
Branch Venture Group,,,usa,,,bdscoalition.ca,0
BrandProject,,,,,,bdscoalition.ca,0
Branston Pickle,,Nestle,,,,bdscoalition.ca,0
Bras N Things,,Hanes Brands Inc.,,,,bdscoalition.ca,0
Brasswater,,,,,,bdscoalition.ca,0
Braun,,Procter and Gamble,,,,bdscoalition.ca,0
Brave Capital,,,,,,bdscoalition.ca,0
Brawny,,Koch Industries,,,,bdscoalition.ca,0
Breakaway Chocolate,,Nestle,,,,bdscoalition.ca,0
Breeze Detergent,,Unilever,,,,bdscoalition.ca,0
Breyers,,Unilever,,,,bdscoalition.ca,0
Bria Fund,,,usa,,,bdscoalition.ca,0
Brickyard,,,usa,,,bdscoalition.ca,0
Bridge Investments,,,usa,,,bdscoalition.ca,0
Bridges Israel,,,,,,bdscoalition.ca,0
Bridon Usa Llc,,,usa,,,bdscoalition.ca,0
BriefCam,,,,,,bdscoalition.ca,0
Briercrest College And Seminary,,,,,,bdscoalition.ca,0
Bright and Early Drink,,Coca-Cola,,,,bdscoalition.ca,0
Bright Dairy & Food Co Ltd,Bright Dairy & Food Co Ltd,,China,Packaged Foods,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
Brightspark Ventures,,,,,,bdscoalition.ca,0
Brilhante,,Unilever,,,,bdscoalition.ca,0
Brioni,,Kering,,,,bdscoalition.ca,0
Brisa,,Coca-Cola,,,,bdscoalition.ca,0
Brisk,,"Unilever, Pepsico",,,,bdscoalition.ca,0
Britannia Properties,,,,,,bdscoalition.ca,0
British Columbia Investment Management Corporation,,,,,,bdscoalition.ca,0
British Methodist Episcopal Church of Canada,,Canadian Council of Churches,,,,bdscoalition.ca,0
BRK Capital,,,,,,bdscoalition.ca,0
Brokers First - RFA,,,,,,bdscoalition.ca,0
Brooks Brothers,,Authentic Brands Group,,,,bdscoalition.ca,0
Brooks Church Of God (Pentecostal),,,,,,bdscoalition.ca,0
Brown Dryer Barristers & Solicitors,,,,,,bdscoalition.ca,0
Bru,,Unilever,,,,bdscoalition.ca,0
Brueggers Bagels,,JAB Holding Company,,,,bdscoalition.ca,0
Bruno Banani,,Coty,,,,bdscoalition.ca,0
Bryan Adams,,,,,,bdscoalition.ca,0
Brylcreem,,Unilever,,,,bdscoalition.ca,0
Buavita,,Unilever,,,,bdscoalition.ca,0
Bubly,,PepsiCo,,,,bdscoalition.ca,0
Budeyskaya,,,,,,bdscoalition.ca,0
Budovitch,,,,,,bdscoalition.ca,0
Bugatti,,Volkswagen Group,,,,bdscoalition.ca,0
BuiltUp Ventures,,,,,,bdscoalition.ca,0
Buitoni,,Nestle,,,,bdscoalition.ca,0
Bulgari Bvlgari,,LVMH,,,,bdscoalition.ca,0
Bullet Ventures,,,,,,bdscoalition.ca,0
Bullpen Capital,,,usa,,,bdscoalition.ca,0
Bumble and Bumble,,Estee Lauder,,,,bdscoalition.ca,0
Buondi,,Nestle,,,,bdscoalition.ca,0
Buoyant Ventures,,,usa,,,bdscoalition.ca,0
Burger King,,Restaurant Brands International,,,,bdscoalition.ca,0
Burger Ranch (Orgad HSN),,,,,,bdscoalition.ca,0
Burn Energy,,Monster Beverage Corp.,,,,bdscoalition.ca,0
Burnac Produce,,,,,,bdscoalition.ca,0
Burt's Bees,,,,,,bdscoalition.ca,0
Busy Bone,,Nestle,,,,bdscoalition.ca,0
Buxom,,Orveon,,,,bdscoalition.ca,0
Buxton,,Nestle,,,,bdscoalition.ca,0
Bye Bye Blemish,,American International Industries,,,,bdscoalition.ca,0
C &M Foundation,,,,,,bdscoalition.ca,0
C. Mer Industries Ltd.,C Mer Industries Ltd,,Israel,Communication Equipment,"occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
C5 Capital,,,usa,,,bdscoalition.ca,0
Cacharel Fragrances,,Cacharel,,,,bdscoalition.ca,0
Cactus Cooler,,Keurig Dr Pepper,,,,bdscoalition.ca,0
Cadbury,,Mondelez International,,,,bdscoalition.ca,0
Cade Ventures,,,,,,bdscoalition.ca,0
Cadillac Fairview,,,,,,bdscoalition.ca,0
Cadre Holdings Inc,,,,,,bdscoalition.ca,0
Cae Inc.,,,,,,bdscoalition.ca,0
Caesarea Christian Fellowship,,,,,,bdscoalition.ca,0
Caesarstone Canada Inc.,,,,,,bdscoalition.ca,0
CAF- Construcciones y Auxiliar de Ferrocarriles,,,,,,bdscoalition.ca,0
Cafe Cafe Israel Ltd.,,,,,,bdscoalition.ca,0
Cafe Escapes,,Mondelez International,,,,bdscoalition.ca,0
Cafe Landwer,,,,,,bdscoalition.ca,0
Cailler chocolate,,Nestle,,,,bdscoalition.ca,0
Caisse de depot et placement du Quebec,,,,,,bdscoalition.ca,0
Cake Ventures,,,usa,,,bdscoalition.ca,0
Calebs Kola,,PepsiCo,,,,bdscoalition.ca,0
Calgon,,Reckitt Benckiser,,,,bdscoalition.ca,0.25
Caliber 3,,,,,,bdscoalition.ca,0
California Pizza Kitchen,,Nestle,,,,bdscoalition.ca,0
Calippo Ice Cream,,Unilever,,,,bdscoalition.ca,0
Calistoga Water,,Nestle,,,,bdscoalition.ca,0
Call it Spring,,Aldo Group,,,,bdscoalition.ca,0
Caltrate,,Haleon,,,,bdscoalition.ca,0
Calvary Christian Centre,,,,,,bdscoalition.ca,0
Calvary Community Church,,,,,,bdscoalition.ca,0
Calvary Gospel Church,,,,,,bdscoalition.ca,0
Calvary Temple,,,,,,bdscoalition.ca,0
Calvary Temple Saint John Inc,,,,,,bdscoalition.ca,0
Calve,,Unilever,,,,bdscoalition.ca,0
Calvin Klein,,PVH Corp,,,,bdscoalition.ca,0
Cambridge Capital,,,usa,,,bdscoalition.ca,0
Cambridge Christian Centre,,,,,,bdscoalition.ca,0
Cameron Advertising Displays Limited,,,,,,bdscoalition.ca,0
Cameron Stephens,,,,,,bdscoalition.ca,0
Camino Partners,,,usa,,,bdscoalition.ca,0
Camrost Felcorp,,,,,,bdscoalition.ca,0
Can Asia,,,,,,bdscoalition.ca,0
Canada Broadcasting Corporation,,,,,,bdscoalition.ca,0
Canada Colors And Chemicals Limited,,,,,,bdscoalition.ca,0
Canada Dry,,Keurig Dr Pepper,,,,bdscoalition.ca,0
Canada Pension Plan Investment Board,,,,,,bdscoalition.ca,0
Canadahelps Canadon,,,,,,bdscoalition.ca,0
Canadawide Fruit Wholesalers Inc,,,,,,bdscoalition.ca,0
Canadian Association for Baptist Freedoms,,Canadian Council of Churches,,,,bdscoalition.ca,0
Canadian Bankers Association,,,,,,bdscoalition.ca,0
Canadian Baptist Ministries,,Canadian Council of Churches,,,,bdscoalition.ca,0
Canadian Baptists of Atlantic Canada (2018),,Canadian Council of Churches,,,,bdscoalition.ca,0
Canadian Baptists of Ontario and Quebec,,Canadian Council of Churches,,,,bdscoalition.ca,0
Canadian Baptists of Western Canada,,Canadian Council of Churches,,,,bdscoalition.ca,0
Canadian Centre For Christian Charities,,,,,,bdscoalition.ca,0
Canadian Conference of Catholic Bishops,,Canadian Council of Churches,,,,bdscoalition.ca,0
Canadian Council Of Christian Charities,,,,,,bdscoalition.ca,0
Canadian Council of Churches,,,,,,bdscoalition.ca,0
Canadian Hospital Specialtieslimited,,,,,,bdscoalition.ca,0
Canadian Imperial Bank of Commerce,,,,,,bdscoalition.ca,0
Canadian Jewish Political Affairs Committee (CJPAC),,,,,,bdscoalition.ca,0
Canadian National Christian Foundation,,,,,,bdscoalition.ca,0
Canadian Online Giving Foundation/Fondation Canadienne De Dons En Ligne,,,,,,bdscoalition.ca,0
Canadian Springs Water,,Primo Water Corp,,,,bdscoalition.ca,0
Canadian Tire,,,,,,bdscoalition.ca,0
Canadian Yearly Meeting of the Religious Society of Friends (Quakers),,Canadian Council of Churches,,,,bdscoalition.ca,0
Canapi Ventures,,,usa,,,bdscoalition.ca,0
Canary Ventures,,,usa,,,bdscoalition.ca,0
Canderel,,,,,,bdscoalition.ca,0
Canesten,,Bayer,,,,bdscoalition.ca,0
Cannings Soda,,Coca-Cola,,,,bdscoalition.ca,0
Canon Inc,Canon Inc,,Japan,Computer Hardware,occupation,"bdscoalition.ca, investigate.afsc.org",0.5
cansew inc,,,,,,bdscoalition.ca,0
Cantu,,PDC Brands,,,,bdscoalition.ca,0
Canvas Ventures,,,usa,,,bdscoalition.ca,0
Cap'n Crunch (cereal),,PepsiCo,,,,bdscoalition.ca,0
Capagro,,,,,,bdscoalition.ca,0
Capcium Inc.,,,,,,bdscoalition.ca,0
Capita3 Ventures,,,usa,,,bdscoalition.ca,0
Capital Nature,,,,,,bdscoalition.ca,0
Capital One,,Capital One Financial Corp,,,,bdscoalition.ca,0
Capital Point Ltd,Capital Point Ltd,,Israel,Asset Management,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
Cappy,,Coca-Cola,,,,bdscoalition.ca,0
Capri Chocolate,,Nestle,,,,bdscoalition.ca,0
Capri Ventures,,,usa,,,bdscoalition.ca,0
Caprice Soda,,Coca-Cola,,,,bdscoalition.ca,0
Carao Ventures,,,,,,bdscoalition.ca,0
Carbernet Sauvignon Galil Mountain 2017 by Golan Heights Winery,,,,,,bdscoalition.ca,0
Cardinal Health Canada Inc.,,,,,,bdscoalition.ca,0
Cardumen Capital,,,,,,bdscoalition.ca,0
Caribou Coffee,,JAB Holding Company,,,,bdscoalition.ca,0
Carioca,,Coca-Cola,,,,bdscoalition.ca,0
Carita,,L'Oreal,,,,bdscoalition.ca,0
Carleton University,,,,,,bdscoalition.ca,0
Carlos V,,Nestle,,,,bdscoalition.ca,0
Carmel Buzz Peach Moscato KPM 2021,,,,,,bdscoalition.ca,0
Carmel Industries (I.L.),,,,,,bdscoalition.ca,0
Carmel Private Collection Cabernet Sauvignon KPM 2020,,,,,,bdscoalition.ca,0
Carmel Selected Mediterranean Red Blend KPM 2020,,,,,,bdscoalition.ca,0
Carmel Wineries,,,,,,bdscoalition.ca,0
Carnation,,Nestle,,,,bdscoalition.ca,0
Caro Coffee,,Nestle,,,,bdscoalition.ca,0
Carole & Jay Sterling,,,,,,bdscoalition.ca,0
Carrefour,Carrefour,Carrefour,France,Grocery Stores,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
Carrs Crackers,,Kellanova,,,,bdscoalition.ca,0
Carte D'Or,,Unilever,,,,bdscoalition.ca,0
Casa Da Oracao Ao Deus Vivo Do Ceu,,,,,,bdscoalition.ca,0
Cascal Soda,,Coca-Cola,,,,bdscoalition.ca,0
Castor and Pollux,,Nestle,,,,bdscoalition.ca,0
Castor Community Lighthouse Church,,,,,,bdscoalition.ca,0
Castro Model Ltd,Castro Model Ltd,,Israel,Apparel Stores,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
Cat Chow,,Nestle,,,,bdscoalition.ca,0
Cataldi grocery store,,,,,,bdscoalition.ca,0
Catalyst Funds,,,,,,bdscoalition.ca,0
Catalyst Impact Investment Club,,,,,,bdscoalition.ca,0
Catalyze Ventures,,,usa,,,bdscoalition.ca,0
Caterpillar Clothing,,CAT,,,,bdscoalition.ca,0
Caterpillar Inc.,Caterpillar Inc,,usa,Farm & Construction Equipment,"settlements, occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
Catisfactions,,Mars,,,,bdscoalition.ca,0
Catsan,,Mars,,,,bdscoalition.ca,0
Causeway Investments,,,usa,,,bdscoalition.ca,0
Cayuga Christian Fellowship Inc,,,,,,bdscoalition.ca,0
CBRE Limited,,,,,,bdscoalition.ca,0
Cebion,,Procter and Gamble,,,,bdscoalition.ca,0
Cedarpoint Investments,,,,,,bdscoalition.ca,0
CEIA Costruzioni Elettroniche Industriali Automatismi,,,,,,bdscoalition.ca,0
CEIIF,,,,,,bdscoalition.ca,0
Celebrations Chocolate,,Mars,,,,bdscoalition.ca,0
Celestica International Lp,,,,,,bdscoalition.ca,0
Celine,,LVMH,,,,bdscoalition.ca,0
Celine Dion,,,,,,bdscoalition.ca,0
Cellcom Israel Ltd.,Cellcom Israel Ltd,,Israel,Telecom Services,"settlements, occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
Cellebrite DI Ltd,Cellebrite DI Ltd,,Israel,Software-Infrastructure,"border_security, occupation, prison_industry","bdscoalition.ca, investigate.afsc.org",0.5
Cemex,Cemex SAB de CV,,Mexico,Building Materials,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
Cemi Of Canada/Christ Is The Answer Church,,,,,,bdscoalition.ca,0
Cendana Capital,,,usa,,,bdscoalition.ca,0
Cenoura & Bronze,,Coty,,,,bdscoalition.ca,0
Centre Chretien De Lac-Megantic,,,,,,bdscoalition.ca,0
Centre Street Church,,,,,,bdscoalition.ca,0
Centre Street Partners,,,usa,,,bdscoalition.ca,0
CentreCourt,,,,,,bdscoalition.ca,0
Centrum,,Haleon,,,,bdscoalition.ca,0
Cepita,,Coca-Cola,,,,bdscoalition.ca,0
CeraVe,,L'Oreal,,,,bdscoalition.ca,0
Cerelac,,Nestle,,,,bdscoalition.ca,0
Cerevita,,Nestle,,,,bdscoalition.ca,0
Cervin ventures,,,usa,,,bdscoalition.ca,0
Cesar Canine Cuisine,,Mars,,,,bdscoalition.ca,0
CETCO Mineral Technology Group,,,usa,,,bdscoalition.ca,0
Cha Ling,,LVMH,,,,bdscoalition.ca,0
Chadman Company Ltd.,,,,,,bdscoalition.ca,0
Chai Ventures,,,usa,,,bdscoalition.ca,0
Challenge Airlines,,,,,,bdscoalition.ca,0
Chambinho,,Nestle,,,,bdscoalition.ca,0
Chameleon Cold Brew,,Nestle,,,,bdscoalition.ca,0
Champion,,Hanes Brands Inc.,,,,bdscoalition.ca,0
Champion Life International Outreach,,,,,,bdscoalition.ca,0
Chamyto,,Nestle,,,,bdscoalition.ca,0
Chandelle,,Nestle,,,,bdscoalition.ca,0
Chandon,,LVMH,,,,bdscoalition.ca,0
Chanel,,Chanel,,,,bdscoalition.ca,0
Chantecaille,,Beiersdorf,,,,bdscoalition.ca,0
Chappie Dog Food,,Mars,,,,bdscoalition.ca,0
Chapter One,,,usa,,,bdscoalition.ca,0
Charge Chocolate,,Nestle,,,,bdscoalition.ca,0
Charles E Fipke Foundation,,,,,,bdscoalition.ca,0
Charlie Banana,,Procter and Gamble,,,,bdscoalition.ca,0
Charmin,,Procter and Gamble,,,,bdscoalition.ca,0
Charmoise Water,,Nestle,,,,bdscoalition.ca,0
Charrua Soda,,Coca-Cola,,,,bdscoalition.ca,0
Chartered Group,,,,,,bdscoalition.ca,0
